,mpa_id,search,plan_id,notes,network,name,orig_name,country,sovereign,sub_locati,designatio,designat_1,designat_2,marine,status,status_yea,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,fishing,fishing_in
86,68808162,NF,NA,NA,NA,Port Elizabeth Corals Marine Protected Area,Port Elizabeth Corals Marine Protected Area,ZAF,ZAF,ZA-EC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,270,270.397476,270,270.397476,Some Restrictions,"Control of activities in Marine Protected Area
(1) No person shall fish, or attempt to fish from a vessel in the
Marine Protected Area unless they are in possession of a valid
fishing permit in the large pelagic or small pelagic commercial
fishing se"
88,68808160,NF,NA,NA,NA,uThukela Marine Protected Area,uThukela Marine Protected Area,ZAF,ZAF,ZA-NL,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,4099,4095.227301,4099,4099.335101,Some Restrictions,"Control of activities in Restricted Zone

(1) No person shall fish, or attempt to fish, in the TIRZ 1, TIRZ 2 or
TORZ, including collecting or harvesting of invertebrates or
intertidal organisms.
(2) Fishing gear onboard a vessel or in possession of"
89,68808159,NF,NA,NA,NA,Orange Shelf Edge Marine Protected Area,Orange Shelf Edge Marine Protected Area,ZAF,ZAF,ZA-NC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,1842,1840.93148,1842,1840.93148,Some Restrictions,"Control of activities in Marine Protected Area
(1) No person shall fish, or attempt to fish, from a vessel in the
Marine Protected Area unless:
(a) they are in possession of a valid fishing permit in the large
pelagic or small pelagic commercial fish"
93,68808155,NF,NA,NA,NA,Browns Bank Corals Marine Protected Area,Browns Bank Corals Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,339,339.4832168,339,339.4832168,Some Restrictions,"Control of activities in Marine Protected Area
(1) No person shall fish, or attempt to fish, from a vessel in the
Marine Protected Area unless:
(a) they are in possession of a valid fishing permit in the line
fish commercial fishing sector issued in"
94,68808153,NF,NA,NA,NA,Robben island Marine Protected Area,Robben island Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,612,610.6658708,612,612.2994327,Some Restrictions,"Control of activities in the RIRZ
(1) No person shall fish, or attempt to fish, in the RIRZ.
(2) Fishing gear onboard a vessel or in possession of any person
that enters or is present in the RIRZ must be stowed in the
following manner -
(a) in the c"
95,68808151,NF,NA,NA,NA,Southeast Atlantic Seamount Marine Protected Area,Southeast Atlantic Seamount Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,7725,7725.171224,7725,7725.171224,Some Restrictions,"Control of activities in Controlled Zone
(1) No person shall fish, or attempt to fish from a vessel in the
Southeast Atlantic Seamount Controlled Zone (SEAS 1-CZ)
unless they are in possession of a valid fishing permit in the large
pelagic commercial"
97,68808149,NF,NA,NA,NA,Protea Banks Marine Protected Area,Protea Banks Marine Protected Area,ZAF,ZAF,ZA-NL,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,1190,1189.583762,1190,1189.583767,Some Restrictions,"Control of activities in Marine Protected Area
(1) No person shall fish, or attempt to fish, from a vessel in the Marine
Protected Area unless:
(a) they are in possession of a valid fishing permit in the large
pelagic or small pelagic commercial fish"
98,68808148,NF,NA,NA,NA,Benguela Muds Marine Protected Area,Benguela Muds Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,92,92.50772185,92,92.50772185,Some Restrictions,"Control of activities in Marine Protected Area
(1) No person shall fish, or attempt to fish, from a vessel in the
Marine Protected Area unless:
(a) they are in possession of a valid fishing permit in the large
pelagic or small pelagic commercial fish"
99,68808146,NF,NA,NA,NA,Cape Canyon Marine Protected Area,Cape Canyon Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,583,583.3211061,583,583.3211061,Some Restrictions,"Control of activities in Marine Protected Area
(1) No person shall fish, or attempt to fish, in the Marine Protected
Area.
(2) Fishing gear onboard a vessel or in possession of any person that
enters or is present in the Marine Protected Area must be"
101,67704838,NF,NA,NA,NA,Sixteen Mile Beach Marine Protected Area,Sixteen Mile Beach Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2000,Not Reported,0,106,105.1145961,106,106.7138729,Some Restrictions,No fishing from the shore is allowed in the area between Plankies and Rooipan se Klippe (near Yzerfontein).
102,67704835,NF,NA,NA,NA,Marcus Island Marine Protected Area,Marcus Island Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2000,Not Reported,0,0,0.1618402353,0,0.2549512153,Some Restrictions,No fishing is allowed along the shores
103,67704833,NF,NA,NA,NA,Malgas Island Marine Protected Area,Malgas Island Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,1,Designated,2000,Not Reported,0,0,0.5430761094,0,0.6607278481,Some Restrictions,No fishing is allowed along the shores
105,67704831,NF,NA,NA,NA,Jutten Island Marine Protected Area,Jutten Island Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,1,Designated,2000,Not Reported,0,0,0.9400607282,1,1.114859272,Some Restrictions,No fishing is allowed along the shores
109,67704047,NF,NA,NA,NA,Pondoland Marine Protected Area,Pondoland Marine Protected Area,ZAF,ZAF,ZA-EC,Marine Protected Area,Marine Protected Area,National,2,Designated,2004,Part,123.2894613,1237,1232.894613,1237,1237.092984,Some Restrictions,"The MPA is zoned into a number of controlled (i.e. limited use) and restricted (i.e. no-take) zones. No fishing from a vessel is allowed in the large offshore restricted zone between the Sikombe and Mbotyi Rivers, primarily to enable the recovery and reb"
112,60009461,NF,NA,"Within Table Mountain NP, could not find information about the MPA protection",NA,Castle Rock Restricted Zone,NA,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,1,Designated,0,All,2.635482969,0,2.635482969,0,2.6970778,No,No fishing is allowed
115,7705984,NF,NA,NA,NA,Aride,Aride,SYC,SYC,Not Reported,Special Reserve,Special Reserve,National,1,Designated,1996,All,0.440120624,0,0.440120624,0,0.7079696171,Unknown,NA
116,7705441,NF,NA,NA,NA,Velondriake,Velondriake,MDG,MDG,MG-U,Paysage Harmonieux Protégé,Paysage Harmonieux Protégé,National,2,Designated,2006,Part,64.08526046,640,640.8526046,640,645.1110515,Some Restrictions,NA
117,7701967,NF,NA,NA,NA,Silhouette Marine National Park,Silhouette Marine National Park,SYC,SYC,Not Reported,Marine National Park,Marine National Park,National,2,Designated,1987,All,20.68582701,16,20.68582701,21,21.41430542,No,NA
118,7701010,NF,NA,NA,NA,Ile Coco National Park,Ile Coco National Park,SYC,SYC,Not Reported,Marine National Park,Marine National Park,National,2,Designated,1997,All,0.830870276,1,0.830870276,0,0.8558734608,No,NA
119,7700730,NF,NA,NA,NA,Baie Ternay Marine National Park,Baie Ternay Marine National Park,SYC,SYC,Not Reported,Marine National Park,Marine National Park,National,1,Designated,1979,All,0.781913021,0,0.781913021,0,0.8708519507,No,"• Do not carry a spear gun, fishing gear, or fish traps within the park’s vicinity.
• Respect all marine life.  Do not fish or collect shells, plants, corals or other aquatic life."
120,7700594,NF,NA,NA,NA,Curieuse Marine National Park,Curieuse Marine National Park,SYC,SYC,Not Reported,Marine National Park,Marine National Park,National,1,Designated,1979,All,12.51468528,12,12.51468528,13,13.41155026,Unknown,NA
121,7700579,NF,NA,NA,NA,Port  Launay Marine National Park,Port  Launay Marine National Park,SYC,SYC,Not Reported,Marine National Park,Marine National Park,National,1,Designated,1979,All,1.415409429,1,1.415409429,1,1.632870964,No,"Respect all marine life.  Do not fish or collect shells, plants, corals or other aquatic life.

In the Inner Islands, fishing is prohibited within the boundaries of the Curieuse, Ile Cocos, Port Launay/Baie Ternay and Ste. Anne Marine National Parks."
122,7700578,NF,NA,NA,NA,Ste. Anne Marine National Park,Ste. Anne Marine National Park,SYC,SYC,Not Reported,Marine National Park,Marine National Park,National,1,Designated,1973,All,9.080632894,9,9.080632894,9,9.655209859,No,"Respect all marine life.  Do not fish or collect shells, plants, corals or other aquatic life."
129,3657,NF,NA,NA,NA,Mayumba,Mayumba,GAB,GAB,GA-5,National Park,National Park,National,2,Designated,2003,Not Reported,0,908,879.937856,965,965.0149903,Some Restrictions,Commercial fishing restricted within 3nm of coast and river mouths.
131,3619,NF,NA,NA,NA,Misali Island,Misali Island,TZA,TZA,Not Reported,Area de Conservación,Conservation Area,National,2,Designated,1998,Part,2.141748691,21,21.41748691,23,22.68194951,Unknown,NA
132,3313,NF,NA,NA,NA,Eastern Peros Banhos Atoll,Eastern Peros Banhos Atoll,IOT,GBR,Not Reported,Strict Nature Reserve,Strict Nature Reserve,National,2,Designated,1998,All,618.4280583,624,618.4280583,822,621.1993069,No,NA
133,3312,NF,NA,NA,NA,Nelson Island,Nelson Island,IOT,GBR,Not Reported,Strict Nature Reserve,Strict Nature Reserve,National,2,Designated,1998,All,118.0045288,118,118.0045288,118,118.4089185,No,NA
134,3311,NF,NA,NA,NA,Cow Island,Cow Island,IOT,GBR,Not Reported,Strict Nature Reserve,Strict Nature Reserve,National,2,Designated,1998,All,110.5326328,112,110.5326328,112,112.1909281,No,NA
135,3310,NF,NA,NA,NA,Danger Island,Danger Island,IOT,GBR,Not Reported,Strict Nature Reserve,Strict Nature Reserve,National,2,Designated,1998,All,131.518059,131,131.518059,133,132.4655909,No,NA
139,1662,NF,NA,NA,NA,Nosy Atafana,Mananara-Nord,MDG,MDG,Not Reported,Marine Park,Marine Park,National,2,Designated,1989,Part,1.108675627,10,11.08675627,10,11.95764218,Unknown,NA
141,1172,NF,NA,NA,NA,Mombasa,Mombasa,KEN,KEN,Not Reported,Marine National Park,Marine National Park,National,2,Designated,1986,All,9.990346425,10,9.990346425,10,9.990346425,No,NA
142,1006,NF,NA,NA,NA,Maziwe Island,Maziwe Island,TZA,TZA,Not Reported,Marine Reserve,Marine Reserve,National,2,Designated,1981,All,2.595260714,2,2.595260714,2,2.595260714,No,NA
207,14607,F,126,NA,South Australia's Marine Reserves,Upper Spencer Gulf,Upper Spencer Gulf,AUS,AUS,AU-SA,Marine Park,Marine Park,National,1,Designated,2009,All,130.3122062,207,130.3122062,207,207.2135918,Unknown,NA
155,68808826,F,126,NA,South Australia's Marine Reserves,West Coast Bays,West Coast Bays,AUS,AUS,AU-SA,Marine Park,Marine Park,National,2,Designated,2009,Part,69.0574224,710,690.574224,710,710.435484,Unknown,NA
156,68808825,F,126,NA,South Australia's Marine Reserves,West Coast Bays,West Coast Bays,AUS,AUS,AU-SA,Marine Park,Marine Park,National,2,Designated,2009,All,62.26220401,68,62.26220401,68,68.17987129,Unknown,NA
280,7703902,NF,NA,NA,NA,Point Addis,Point Addis,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2005,All,43.59604599,44,43.59604599,44,44.14828592,No,All fishing is prohibited.
336,3902,NF,NA,NA,NA,Point Addis,Point Addis,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2005,All,43.59604599,44,43.59604599,44,44.14828592,No,All fishing is prohibited.
287,7703889,NF,NA,NA,NA,Point Cooke,Point Cooke,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,All,2.847421115,2,2.847421115,2,2.919059962,No,All fishing is prohibited.
344,3889,NF,NA,NA,NA,Point Cooke,Point Cooke,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,All,2.847421115,2,2.847421115,2,2.919059962,No,All fishing is prohibited.
288,7703888,NF,NA,NA,NA,Point Danger,Point Danger,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,Part,0.25,0,0.2026574831,0,0.2170108813,No,All fishing is prohibited.
345,3888,NF,NA,NA,NA,Point Danger,Point Danger,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,Part,0.02026574831,0,0.2026574831,0,0.2170108813,No,All fishing is prohibited.
281,7703901,NF,NA,NA,NA,Point Hicks,Point Hicks,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,37.86194244,38,37.86194244,38,38.02533003,No,All fishing is prohibited.
337,3901,NF,NA,NA,NA,Point Hicks,Point Hicks,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,2,Designated,2002,All,37.86194244,38,37.86194244,38,38.02533003,No,All fishing is prohibited.
181,7704810,NF,NA,NA,NA,Point Labatt,Point Labatt,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,2,Designated,2007,All,2.257208704,2,2.257208704,2,2.376573659,No,All fishing is prohibited.
229,4810,NF,NA,NA,NA,Point Labatt,Point Labatt,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,2,Designated,2007,All,2.257208704,2,2.257208704,2,2.376573659,No,All fishing is prohibited.
274,7704019,NF,NA,NA,NA,Port Phillip Heads,Port Phillip Heads,AUS,AUS,AU-VIC,Marine National Park,Marine National Park,National,1,Designated,2002,All,32.41531464,34,32.41531464,34,34.73390081,No,All fishing is prohibited.
400,68808830,NF,NA,NA,NA,Port Stephens - Great Lakes,Port Stephens - Great Lakes,AUS,AUS,AU-NSW,Marine Park,Marine Park,National,1,Designated,2005,Part,36.68364952,375,366.8364952,375,375.3343756,Unknown,NA
410,14620,NF,NA,NA,NA,Port Stephens - Great Lakes,Port Stephens - Great Lakes,AUS,AUS,AU-NSW,Marine Park,Marine Park,National,1,Designated,2005,All,132.516826,176,132.516826,176,176.9281945,Some Restrictions,"Commercial and Recreational Fishing is Restricted, All Fishing is Prohibited within the Sanctuary Zone, Some Fishing is Prohibited within the Habitat Protection and General Use Zones"
717,7675,F,143,NA,California MPA Network,Double Point/Stormy Stack Rock,NA,USA,USA,US-CA,Special Closure,Special Closure,National,1,Designated,2010,All,0.05821957046,0,0.05821957046,0,0.05821957048,No,Commercial and Recreational Fishing Prohibited
310,14596,NF,NA,NA,Small Bass Strait,Reid Rocks,Reid Rocks,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,2,Designated,1999,All,0.009473274591,0,0.009473274591,0,0.06618188585,Unknown,NA
718,7674,F,143,NA,California MPA Network,Point Resistance Rock,NA,USA,USA,US-CA,Special Closure,Special Closure,National,1,Designated,2010,All,0.03383317329,0,0.03383317329,0,0.03774136599,No,Commercial and Recreational Fishing Prohibited
719,7673,F,143,NA,California MPA Network,Point Reyes Headlands,NA,USA,USA,US-CA,Special Closure,Special Closure,National,1,Designated,2010,All,1.282649082,1,1.282649082,1,1.740362512,No,Commercial and Recreational Fishing Prohibited
723,7664,F,143,NA,California MPA Network,Estero de Limantour,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2010,All,2.785102497,4,2.785102497,3,3.751257717,No,Commercial and Recreational Fishing Prohibited
724,7661,F,143,NA,California MPA Network,Estero Americano,NA,USA,USA,US-CA,State Marine Recreational Management Area,State Marine Recreational Management Area,National,1,Designated,2010,All,0.2473399978,0,0.2473399978,0,0.3392700687,No,"Commercial and Recreational Fishing Prohibited.
Take of all living marine resources is prohibited EXCEPT: the recreational hunting of waterfowl is allowed unless otherwise restricted by hunting regulations (sections 502, 550, 551, and 552).
Commercial"
205,14610,F,126,NA,South Australia's Marine Reserves,West Coast Bays,West Coast Bays,AUS,AUS,AU-SA,Marine Park,Marine Park,National,2,Designated,2009,All,2.999936609,3,2.999936609,3,3.320610749,Unknown,NA
726,7657,F,143,NA,California MPA Network,Russian River,NA,USA,USA,US-CA,State Marine Recreational Management Area,State Marine Recreational Management Area,National,1,Designated,2010,All,0.6841993643,0,0.6841993643,0,0.9202499538,No,"Commercial and Recreational Fishing Prohibited.
Take of all living marine resources is prohibited except recreational hunting of waterfowl is allowed unless otherwise restricted by hunting regulations (sections 502, 550, 551, and 552).
Commercial and Rec"
260,68808890,NF,NA,NA,NA,Salem Bay,Salem Bay,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,1,Designated,2013,Part,0.06722563127,0,0.6722563127,0,0.8495613929,Unknown,NA
179,7704812,F,126,NA,South Australia's Marine Reserves,West Island Encounter Bay,West Island Encounter Bay,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,Part,0.15,0,0.5305549139,0,0.5894052638,Some Restrictions,The aquatic reserve is divided into three management areas. Area 1 allows fishing by rod and line or handline. Public access to Area 2 is prohibited while fishing is prohibited in Area 3. The total no-take area of the aquatic reserve is roughly 0.15 sq k
731,7644,F,143,NA,California MPA Network,Vandenberg,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,1994,All,83.71045311,85,83.71045311,85,85.22914447,No,Commercial and Recreational Fishing Prohibited
296,15602,NF,NA,NA,NA,Seagull Islet,Seagull Islet,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,2,Designated,2011,Part,0.005454179196,0,0.05454179196,0,0.05454179196,Unknown,NA
180,7704811,NF,,Found management plan for terrestrial portion (1993) but not for the aquatic/marine reserve,NA,Seal Bay,Seal Bay,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,3.688456552,4,3.688456552,4,4.037411646,No,All fishing is prohibited.
228,4811,NF,,Found management plan for terrestrial portion (1993) but not for the aquatic/marine reserve,NA,Seal Bay,Seal Bay,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,3.688456552,4,3.688456552,4,4.037411646,No,All fishing is prohibited.
226,5180,NF,NA,NA,NA,Sedimentary Deposits Reserve,Sedimentary Deposits Reserve,AUS,AUS,AU-WA,5(1)(g) Reserve,5(1)(g) Reserve,National,1,Designated,1971,Part,53.37607619,630,533.7607619,630,630.589821,Unknown,NA
189,7701057,F,126,NA,South Australia's Marine Reserves,Yatala Harbour-Upper Spencer Gulf,Yatala Harbour-Upper Spencer Gulf,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,7.428208426,11,7.428208426,11,11.3970392,No,All fishing is prohibited.
295,15605,NF,NA,NA,NA,Shell Islets,Shell Islets,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,2,Designated,2012,Part,0.004407982252,0,0.04407982252,0,0.04407982252,Unknown,NA
732,7642,F,143,NA,California MPA Network,Point Buchon,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,16.74521478,7,16.74521478,17,17.31932123,No,Commercial and Recreational Fishing Prohibited
294,15606,NF,NA,NA,NA,Simpsons Bay,Simpsons Bay,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,1,Designated,2011,Part,0.09633864589,1,0.9633864589,1,1.179232256,Unknown,NA
733,7641,F,143,NA,California MPA Network,Morro Bay,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,0.8543059483,2,0.8543059483,0,2.283012716,No,Commercial and Recreational Fishing Prohibited
720,7671,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Montara,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2010,All,30.37916178,30,30.37916178,30,30.58652963,No,"Commercial and Recreational Fishing Prohibited.
Take of all living marine resources is prohibited.
Commercial and Recreational Fishing Prohibited"
734,7636,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Piedras Blancas,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,26.27436489,29,26.27436489,27,27.03874401,No,Commercial and Recreational Fishing Prohibited
735,7633,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Big Creek,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,1994,All,36.72686874,22,36.72686874,37,37.59491502,No,Commercial and Recreational Fishing Prohibited
308,14625,NF,NA,NA,NA,Sisters Island,Sisters Island,AUS,AUS,AU-TAS,Conservation Area,Conservation Area,National,2,Designated,2007,Part,0.0004603561406,0,0.004603561406,0,0.02636802146,Unknown,NA
256,1057,F,126,NA,South Australia's Marine Reserves,Yatala Harbour-Upper Spencer Gulf,Yatala Harbour-Upper Spencer Gulf,AUS,AUS,AU-SA,Aquatic Reserve,Aquatic Reserve,National,1,Designated,2007,All,7.428208426,11,7.428208426,11,11.3970392,No,All fishing is prohibited.
236,2799,F,127,NA,Esperance and Recherche,Investigator Island,Investigator Island,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,2,Designated,1979,All,0.4130359312,0,0.4130359312,0,0.4130359312,Unknown,NA
290,7703886,F,128,NA,NA,Ricketts Point,Ricketts Point,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,All,1.077030134,1,1.077030134,1,1.20670283,No,All fishing is prohibited.
346,3886,F,128,NA,NA,Ricketts Point,Ricketts Point,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,All,1.077030134,1,1.077030134,1,1.20670283,No,All fishing is prohibited.
456,15518,F,129,NA,NA,Lalang-garram / Camden Sound,Lalang-garram / Camden Sound,AUS,AUS,AU-WA,Marine Park,Marine Park,National,2,Designated,2013,Part,1353,6256,6243.643659,6256,6256.023806,Some Restrictions,"No-take in two sanctuary zones (1353 km2) and additionally, no trawling within the whale and wilderness zones (1680 and 246 km2 respectively)"
151,68808874,F,130,NA,NA,Marmion - Sanctuary Zone,Marmion,AUS,AUS,AU-WA,Marine Park,Marine Park,National,2,Designated,2014,All,0.4106692684,0,0.4106692684,0,0.4106692684,No,All fishing prohibited.
150,68808876,F,130,NA,NA,Marmion - Waterman Recreational Area,Marmion,AUS,AUS,AU-WA,Marine Park,Marine Park,National,2,Designated,2014,All,0.2930752811,0,0.2930752811,0,0.3092759588,No,Only line fishing from shore is allowed.
736,7631,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Point Sur,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,24.67990664,0,24.67990664,25,25.36669882,No,Commercial and Recreational Fishing Prohibited
737,7629,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Point Lobos,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,1973,All,12.95951621,9,12.95951621,14,14.24756115,No,Commercial and Recreational Fishing Prohibited
738,7627,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Carmel Pinnacles,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,1.366017381,2,1.366017381,1,1.366017381,No,Commercial and Recreational Fishing Prohibited
266,68808749,NF,NA,NA,NA,Southwest,Southwest,AUS,AUS,AU-TAS,National Park,National Park,National,1,Designated,2013,All,164.6563919,177,164.6563919,177,177.4659081,Unknown,NA
91,68808157,NI-FP,NA,NA,NA,Agulhas Muds Marine Protected Area,Agulhas Muds Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,206,206.9095402,206,206.9095402,Some Restrictions,"Control of activities in the Agulhas Muds Marine Protected Area
(1) No person shall fish, or attempt to fish, from a vessel in the Marine
Protected Area unless:
(a) they are in possession of a valid fishing permit in the line fish
commercial fishing"
92,68808156,NI-FP,NA,NA,NA,Addo Elephant Marine Protected Area,Addo Elephant Marine Protected Area,ZAF,ZAF,ZA-EC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,1127,1121.676895,1127,1126.750159,Some Restrictions,"Control of activities in Restricted Zones

(1) No person shall fish, or attempt to fish, in a Restricted Zone of the Marine Protected Area.
(2) Fishing gear onboard a vessel or in possession of any person that enters or is present in
a Restricted Zon"
486,2043,F,131,NA,NA,Rowley Shoals - Sanctuary Zones,Rowley Shoals,AUS,AUS,AU-WA,Marine Park,Marine Park,National,2,Designated,2011,All,211.585592,211,211.585592,211,211.6018618,Some Restrictions,Sanctuary zone: all fishing is prohibited. Recreation zone: Recreational line fishing and spear fishing only. General use zone: commercial fishing prohibited but all forms of recreational fishing (except specimen collecting) are allowed.
350,544,NF,NA,NA,Small Bass Strait,Tenth Island,Tenth Island,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,2,Designated,1999,All,0.006226534378,0,0.006226534378,0,0.006226534378,Unknown,NA
289,7703887,NF,NA,NA,NA,The Arches,The Arches,AUS,AUS,AU-VIC,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2002,Part,0.45,0,0.479258933,0,0.479258933,No,All fishing is prohibited.
739,7626,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Asilomar,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,3.937909619,3,3.937909619,3,3.972359414,No,Commercial and Recreational Fishing Prohibited
482,2794,NF,NA,NA,NA,Thevenard Island,Thevenard Island,AUS,AUS,AU-WA,Nature Reserve,Nature Reserve,National,1,Designated,1975,All,16.08207881,21,16.08207881,21,21.71703068,Unknown,NA
740,7624,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Lovers Point - Julia Platt,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,2007,All,0.6778607541,0,0.6778607541,0,0.7648756981,No,Commercial and Recreational Fishing Prohibited
741,7617,F,143,Monterey Bay NMS,Monterey Bay National Marine Sanctuary; California Marine Protected Area Network,Elkhorn Slough,NA,USA,USA,US-CA,State Marine Reserve,State Marine Reserve,National,1,Designated,1980,All,1.473555272,3,1.473555272,3,7.048120758,No,Commercial and Recreational Fishing Prohibited
325,4384,NF,NA,NA,NA,Three Sisters-Goat Island,Three Sisters-Goat Island,AUS,AUS,AU-TAS,Nature Reserve,Nature Reserve,National,1,Designated,1999,Part,0.01907944457,0,0.1907944457,0,0.4832920943,Unknown,NA
270,7704814,NF,NA,NA,NA,Tinderbox,Tinderbox,AUS,AUS,AU-TAS,Marine Nature Reserve,Marine Nature Reserve,National,1,Designated,2009,Part,1.44,1,1.14096049,1,1.441111014,No,All fishing is prohibited.
322,4814,NF,NA,NA,NA,Tinderbox,Tinderbox,AUS,AUS,AU-TAS,Marine Nature Reserve,Marine Nature Reserve,National,1,Designated,2009,Part,0.114096049,1,1.14096049,1,1.441111014,No,All fishing is prohibited.
96,68808150,NI-FP,NA,NA,NA,Namaqua National Park Marine Protected Area,Namaqua National Park Marine Protected Area,ZAF,ZAF,ZA-NC,Marine Protected Area,Marine Protected Area,National,2,Designated,2019,Not Reported,0,549,547.9779289,549,549.3135187,Some Restrictions,"Control of activities in Restricted Zones
(1) No person shall fish, or attempt to fish, in the NNPORZ and the
NNPCRZ 1-6.
(2) Fishing gear onboard a vessel or in possession of any person
that enters or is present in the NNPORZ and NNPCRZ 1-6 must
be"
111,67704044,NF,NR,NA,NA,Table Mountain National Park Marine Protected Area,Table Mountain National Park Marine Protected Area,ZAF,ZAF,ZA-WC,Marine Protected Area,Marine Protected Area,National,2,Designated,2004,Part,56.4,955,951.4525819,955,955.7109323,Some Restrictions,No fishing allowed within the six restricted zones.  One exception in Karbonkelberg Restricted Area for snoek caught deeper than 35m.
