Table S4. All results for each management plan,,,,
Plan ID,Component,Criteria,Climate Change Inclusion,Value
97,adaptive management,threat_invasive_cc,climate action,0
97,adaptive management,threat_habitat,general awareness,1
97,adaptive management,threat_habitat_strat,recommended action,1
97,adaptive management,threat_habitat_cc,climate action,0
98,climate change,climate_mention,climate action,0
98,climate change,climate_mention_only,climate action,0
98,climate change,climate_plan,climate action,0
98,climate change,climate_some,climate action,0
98,objectives,obj_cons_any,general awareness,1
98,objectives,obj_cons_sp,recommended action,1
98,objectives,obj_cons_unit,recommended action,1
98,objectives,obj_cons_both,recommended action,1
98,objectives,obj_mgmt_any,general awareness,1
98,objectives,obj_mgmt_lt,recommended action,1
98,objectives,obj_mgmt_eco,recommended action,1
98,objectives,obj_mgmt_monitor,recommended action,0
98,objectives,obj_mgmt_res,recommended action,0
98,objectives,obj_mgmt_ref,recommended action,0
98,objectives,obj_cc_any,climate action,0
98,objectives,obj_cc_gen,climate action,0
98,assessments,assess_threat,general awareness,1
98,assessments,assess_any,recommended action,0
98,assessments,assess_any_planned,recommended action,0
98,assessments,assess_any_both,recommended action,0
98,assessments,assess_climate,climate action,0
98,assessments,assess_cc_planned,climate action,0
98,assessments,assess_cc_both,climate action,0
98,assessments,assess_all,recommended action,0
98,design,design_any,general awareness,1
98,design,design_type_zoning,general awareness,1
98,design,design_type_boundaries,general awareness,0
98,design,design_resilience_all,recommended action,1
98,design,design_cc_all,climate action,0
98,design,design_cc_planned,climate action,0
98,design,design_cc_current,climate action,0
98,design,design_cc_resilient_all,climate action,0
98,design,design_cc_critical_all,climate action,0
98,design,design_cc_connect_all,climate action,0
98,design,design_cc_shifting_all,climate action,0
98,design,design_cc_refugia_all,climate action,0
98,design,design_adaptive_any,recommended action,1
98,design,design_adaptive_fully,recommended action,0
98,design,design_adaptive_zoning,recommended action,1
98,design,design_adaptive_both,recommended action,0
98,design,design_cc_adaptive,climate action,0
98,monitoring,monitor_any,general awareness,1
98,monitoring,monitor_planned,general awareness,0
98,monitoring,monitor_sci,recommended action,1
98,monitoring,monitor_soc,recommended action,1
98,monitoring,monitor_cc_explicit,climate action,0
98,monitoring,monitor_cc_implicit,recommended action,0
98,monitoring,monitor_cc_all,recommended action,0
98,monitoring,monitor_cc_research,climate action,0
98,adaptive management,mgmt_adapt,general awareness,1
98,adaptive management,mgmt_adapt_anymitigation,climate action,0
98,adaptive management,mgmt_adapt_protection,climate action,0
98,adaptive management,mgmt_adapt_green,climate action,0
98,adaptive management,mgmt_adapt_awareness,climate action,0
98,adaptive management,mgmt_adapt_limitation,climate action,0
98,adaptive management,threat_any,general awareness,1
98,adaptive management,threat_any_strat,recommended action,1
98,adaptive management,threat_any_cc,climate action,0
98,adaptive management,threat_compliance,general awareness,1
98,adaptive management,threat_compliance_strat,recommended action,1
98,adaptive management,threat_compliance_cc,climate action,0
98,adaptive management,threat_tourism,general awareness,1
98,adaptive management,threat_tourism_strat,recommended action,1
98,adaptive management,threat_tourism_cc,climate action,0
98,adaptive management,threat_pollution,general awareness,1
98,adaptive management,threat_pollution_strat,recommended action,0
98,adaptive management,threat_pollution_cc,climate action,0
98,adaptive management,threat_invasive,general awareness,1
98,adaptive management,threat_invasive_strat,recommended action,1
98,adaptive management,threat_invasive_cc,climate action,0
98,adaptive management,threat_habitat,general awareness,1
98,adaptive management,threat_habitat_strat,recommended action,1
98,adaptive management,threat_habitat_cc,climate action,0
99,climate change,climate_mention,climate action,0
99,climate change,climate_mention_only,climate action,0
99,climate change,climate_plan,climate action,0
99,climate change,climate_some,climate action,0
99,objectives,obj_cons_any,general awareness,1
99,objectives,obj_cons_sp,recommended action,1
99,objectives,obj_cons_unit,recommended action,1
99,objectives,obj_cons_both,recommended action,1
99,objectives,obj_mgmt_any,general awareness,1
99,objectives,obj_mgmt_lt,recommended action,1
99,objectives,obj_mgmt_eco,recommended action,1
99,objectives,obj_mgmt_monitor,recommended action,0
99,objectives,obj_mgmt_res,recommended action,0
99,objectives,obj_mgmt_ref,recommended action,0
99,objectives,obj_cc_any,climate action,0
99,objectives,obj_cc_gen,climate action,0
99,assessments,assess_threat,general awareness,1
99,assessments,assess_any,recommended action,0
99,assessments,assess_any_planned,recommended action,0
99,assessments,assess_any_both,recommended action,0
99,assessments,assess_climate,climate action,0
99,assessments,assess_cc_planned,climate action,0
99,assessments,assess_cc_both,climate action,0
99,assessments,assess_all,recommended action,0
99,design,design_any,general awareness,1
99,design,design_type_zoning,general awareness,1
99,design,design_type_boundaries,general awareness,0
99,design,design_resilience_all,recommended action,0
99,design,design_cc_all,climate action,0
99,design,design_cc_planned,climate action,0
99,design,design_cc_current,climate action,0
99,design,design_cc_resilient_all,climate action,0
99,design,design_cc_critical_all,climate action,0
99,design,design_cc_connect_all,climate action,0
99,design,design_cc_shifting_all,climate action,0
99,design,design_cc_refugia_all,climate action,0
99,design,design_adaptive_any,recommended action,1
99,design,design_adaptive_fully,recommended action,0
99,design,design_adaptive_zoning,recommended action,1
99,design,design_adaptive_both,recommended action,0
99,design,design_cc_adaptive,climate action,0
99,monitoring,monitor_any,general awareness,1
99,monitoring,monitor_planned,general awareness,0
99,monitoring,monitor_sci,recommended action,1
99,monitoring,monitor_soc,recommended action,1
99,monitoring,monitor_cc_explicit,climate action,0
99,monitoring,monitor_cc_implicit,recommended action,0
99,monitoring,monitor_cc_all,recommended action,0
99,monitoring,monitor_cc_research,climate action,0
99,adaptive management,mgmt_adapt,general awareness,1
99,adaptive management,mgmt_adapt_anymitigation,climate action,0
99,adaptive management,mgmt_adapt_protection,climate action,0
99,adaptive management,mgmt_adapt_green,climate action,0
99,adaptive management,mgmt_adapt_awareness,climate action,0
99,adaptive management,mgmt_adapt_limitation,climate action,0
99,adaptive management,threat_any,general awareness,1
99,adaptive management,threat_any_strat,recommended action,1
99,adaptive management,threat_any_cc,climate action,0
99,adaptive management,threat_compliance,general awareness,1
99,adaptive management,threat_compliance_strat,recommended action,1
99,adaptive management,threat_compliance_cc,climate action,0
99,adaptive management,threat_tourism,general awareness,1
99,adaptive management,threat_tourism_strat,recommended action,1
99,adaptive management,threat_tourism_cc,climate action,0
99,adaptive management,threat_pollution,general awareness,1
99,adaptive management,threat_pollution_strat,recommended action,1
99,adaptive management,threat_pollution_cc,climate action,0
99,adaptive management,threat_invasive,general awareness,1
99,adaptive management,threat_invasive_strat,recommended action,1
99,adaptive management,threat_invasive_cc,climate action,0
99,adaptive management,threat_habitat,general awareness,1
99,adaptive management,threat_habitat_strat,recommended action,1
99,adaptive management,threat_habitat_cc,climate action,0
100,climate change,climate_mention,climate action,0
100,climate change,climate_mention_only,climate action,0
100,climate change,climate_plan,climate action,0
100,climate change,climate_some,climate action,0
100,objectives,obj_cons_any,general awareness,1
100,objectives,obj_cons_sp,recommended action,1
100,objectives,obj_cons_unit,recommended action,1
100,objectives,obj_cons_both,recommended action,1
100,objectives,obj_mgmt_any,general awareness,1
100,objectives,obj_mgmt_lt,recommended action,1
100,objectives,obj_mgmt_eco,recommended action,1
100,objectives,obj_mgmt_monitor,recommended action,0
100,objectives,obj_mgmt_res,recommended action,0
100,objectives,obj_mgmt_ref,recommended action,0
100,objectives,obj_cc_any,climate action,0
100,objectives,obj_cc_gen,climate action,0
100,assessments,assess_threat,general awareness,1
100,assessments,assess_any,recommended action,0
100,assessments,assess_any_planned,recommended action,0
100,assessments,assess_any_both,recommended action,0
100,assessments,assess_climate,climate action,0
100,assessments,assess_cc_planned,climate action,0
100,assessments,assess_cc_both,climate action,0
100,assessments,assess_all,recommended action,0
100,design,design_any,general awareness,1
100,design,design_type_zoning,general awareness,1
100,design,design_type_boundaries,general awareness,0
100,design,design_resilience_all,recommended action,1
100,design,design_cc_all,climate action,0
100,design,design_cc_planned,climate action,0
100,design,design_cc_current,climate action,0
100,design,design_cc_resilient_all,climate action,0
100,design,design_cc_critical_all,climate action,0
100,design,design_cc_connect_all,climate action,0
100,design,design_cc_shifting_all,climate action,0
100,design,design_cc_refugia_all,climate action,0
100,design,design_adaptive_any,recommended action,1
100,design,design_adaptive_fully,recommended action,0
100,design,design_adaptive_zoning,recommended action,1
100,design,design_adaptive_both,recommended action,0
100,design,design_cc_adaptive,climate action,0
100,monitoring,monitor_any,general awareness,0
100,monitoring,monitor_planned,general awareness,0
100,monitoring,monitor_sci,recommended action,0
100,monitoring,monitor_soc,recommended action,0
100,monitoring,monitor_cc_explicit,climate action,0
100,monitoring,monitor_cc_implicit,recommended action,0
100,monitoring,monitor_cc_all,recommended action,0
100,monitoring,monitor_cc_research,climate action,0
100,adaptive management,mgmt_adapt,general awareness,1
100,adaptive management,mgmt_adapt_anymitigation,climate action,0
100,adaptive management,mgmt_adapt_protection,climate action,0
100,adaptive management,mgmt_adapt_green,climate action,0
100,adaptive management,mgmt_adapt_awareness,climate action,0
100,adaptive management,mgmt_adapt_limitation,climate action,0
100,adaptive management,threat_any,general awareness,1
100,adaptive management,threat_any_strat,recommended action,1
100,adaptive management,threat_any_cc,climate action,0
100,adaptive management,threat_compliance,general awareness,1
100,adaptive management,threat_compliance_strat,recommended action,1
100,adaptive management,threat_compliance_cc,climate action,0
100,adaptive management,threat_tourism,general awareness,1
100,adaptive management,threat_tourism_strat,recommended action,1
100,adaptive management,threat_tourism_cc,climate action,0
100,adaptive management,threat_pollution,general awareness,1
100,adaptive management,threat_pollution_strat,recommended action,1
100,adaptive management,threat_pollution_cc,climate action,0
100,adaptive management,threat_invasive,general awareness,0
100,adaptive management,threat_invasive_strat,recommended action,0
100,adaptive management,threat_invasive_cc,climate action,0
100,adaptive management,threat_habitat,general awareness,1
100,adaptive management,threat_habitat_strat,recommended action,1
100,adaptive management,threat_habitat_cc,climate action,0
101,climate change,climate_mention,climate action,0
101,climate change,climate_mention_only,climate action,0
101,climate change,climate_plan,climate action,0
101,climate change,climate_some,climate action,0
101,objectives,obj_cons_any,general awareness,0
101,objectives,obj_cons_sp,recommended action,0
101,objectives,obj_cons_unit,recommended action,0
101,objectives,obj_cons_both,recommended action,0
101,objectives,obj_mgmt_any,general awareness,1
101,objectives,obj_mgmt_lt,recommended action,1
101,objectives,obj_mgmt_eco,recommended action,1
101,objectives,obj_mgmt_monitor,recommended action,0
101,objectives,obj_mgmt_res,recommended action,0
101,objectives,obj_mgmt_ref,recommended action,0
101,objectives,obj_cc_any,climate action,0
101,objectives,obj_cc_gen,climate action,0
101,assessments,assess_threat,general awareness,1
101,assessments,assess_any,recommended action,0
101,assessments,assess_any_planned,recommended action,0
101,assessments,assess_any_both,recommended action,0
101,assessments,assess_climate,climate action,0
101,assessments,assess_cc_planned,climate action,0
101,assessments,assess_cc_both,climate action,0
101,assessments,assess_all,recommended action,0
101,design,design_any,general awareness,0
101,design,design_type_zoning,general awareness,0
101,design,design_type_boundaries,general awareness,0
101,design,design_resilience_all,recommended action,0
101,design,design_cc_all,climate action,0
101,design,design_cc_planned,climate action,0
101,design,design_cc_current,climate action,0
101,design,design_cc_resilient_all,climate action,0
101,design,design_cc_critical_all,climate action,0
101,design,design_cc_connect_all,climate action,0
101,design,design_cc_shifting_all,climate action,0
101,design,design_cc_refugia_all,climate action,0
101,design,design_adaptive_any,recommended action,1
101,design,design_adaptive_fully,recommended action,0
101,design,design_adaptive_zoning,recommended action,1
101,design,design_adaptive_both,recommended action,0
101,design,design_cc_adaptive,climate action,0
101,monitoring,monitor_any,general awareness,1
101,monitoring,monitor_planned,general awareness,0
101,monitoring,monitor_sci,recommended action,1
101,monitoring,monitor_soc,recommended action,1
101,monitoring,monitor_cc_explicit,climate action,0
101,monitoring,monitor_cc_implicit,recommended action,0
101,monitoring,monitor_cc_all,recommended action,0
101,monitoring,monitor_cc_research,climate action,0
101,adaptive management,mgmt_adapt,general awareness,1
101,adaptive management,mgmt_adapt_anymitigation,climate action,0
101,adaptive management,mgmt_adapt_protection,climate action,0
101,adaptive management,mgmt_adapt_green,climate action,0
101,adaptive management,mgmt_adapt_awareness,climate action,0
101,adaptive management,mgmt_adapt_limitation,climate action,0
101,adaptive management,threat_any,general awareness,1
101,adaptive management,threat_any_strat,recommended action,1
101,adaptive management,threat_any_cc,climate action,0
101,adaptive management,threat_compliance,general awareness,0
101,adaptive management,threat_compliance_strat,recommended action,0
101,adaptive management,threat_compliance_cc,climate action,0
101,adaptive management,threat_tourism,general awareness,1
101,adaptive management,threat_tourism_strat,recommended action,1
101,adaptive management,threat_tourism_cc,climate action,0
101,adaptive management,threat_pollution,general awareness,1
101,adaptive management,threat_pollution_strat,recommended action,0
101,adaptive management,threat_pollution_cc,climate action,0
101,adaptive management,threat_invasive,general awareness,1
101,adaptive management,threat_invasive_strat,recommended action,1
101,adaptive management,threat_invasive_cc,climate action,0
101,adaptive management,threat_habitat,general awareness,1
101,adaptive management,threat_habitat_strat,recommended action,1
101,adaptive management,threat_habitat_cc,climate action,0
102,climate change,climate_mention,climate action,1
102,climate change,climate_mention_only,climate action,0
102,climate change,climate_plan,climate action,0
102,climate change,climate_some,climate action,1
102,objectives,obj_cons_any,general awareness,1
102,objectives,obj_cons_sp,recommended action,1
102,objectives,obj_cons_unit,recommended action,1
102,objectives,obj_cons_both,recommended action,1
102,objectives,obj_mgmt_any,general awareness,1
102,objectives,obj_mgmt_lt,recommended action,1
102,objectives,obj_mgmt_eco,recommended action,1
102,objectives,obj_mgmt_monitor,recommended action,0
102,objectives,obj_mgmt_res,recommended action,0
102,objectives,obj_mgmt_ref,recommended action,0
102,objectives,obj_cc_any,climate action,1
102,objectives,obj_cc_gen,climate action,0
102,assessments,assess_threat,general awareness,1
102,assessments,assess_any,recommended action,0
102,assessments,assess_any_planned,recommended action,0
102,assessments,assess_any_both,recommended action,0
102,assessments,assess_climate,climate action,0
102,assessments,assess_cc_planned,climate action,0
102,assessments,assess_cc_both,climate action,0
102,assessments,assess_all,recommended action,0
102,design,design_any,general awareness,0
102,design,design_type_zoning,general awareness,0
102,design,design_type_boundaries,general awareness,0
102,design,design_resilience_all,recommended action,0
102,design,design_cc_all,climate action,0
102,design,design_cc_planned,climate action,0
102,design,design_cc_current,climate action,0
102,design,design_cc_resilient_all,climate action,0
102,design,design_cc_critical_all,climate action,0
102,design,design_cc_connect_all,climate action,0
102,design,design_cc_shifting_all,climate action,0
102,design,design_cc_refugia_all,climate action,0
102,design,design_adaptive_any,recommended action,0
102,design,design_adaptive_fully,recommended action,0
102,design,design_adaptive_zoning,recommended action,0
102,design,design_adaptive_both,recommended action,0
102,design,design_cc_adaptive,climate action,0
102,monitoring,monitor_any,general awareness,1
102,monitoring,monitor_planned,general awareness,0
102,monitoring,monitor_sci,recommended action,1
102,monitoring,monitor_soc,recommended action,1
102,monitoring,monitor_cc_explicit,climate action,1
102,monitoring,monitor_cc_implicit,recommended action,0
102,monitoring,monitor_cc_all,recommended action,1
102,monitoring,monitor_cc_research,climate action,0
102,adaptive management,mgmt_adapt,general awareness,1
102,adaptive management,mgmt_adapt_anymitigation,climate action,0
102,adaptive management,mgmt_adapt_protection,climate action,0
102,adaptive management,mgmt_adapt_green,climate action,0
102,adaptive management,mgmt_adapt_awareness,climate action,0
102,adaptive management,mgmt_adapt_limitation,climate action,0
102,adaptive management,threat_any,general awareness,1
102,adaptive management,threat_any_strat,recommended action,1
102,adaptive management,threat_any_cc,climate action,0
102,adaptive management,threat_compliance,general awareness,1
102,adaptive management,threat_compliance_strat,recommended action,1
102,adaptive management,threat_compliance_cc,climate action,0
102,adaptive management,threat_tourism,general awareness,1
102,adaptive management,threat_tourism_strat,recommended action,1
102,adaptive management,threat_tourism_cc,climate action,0
102,adaptive management,threat_pollution,general awareness,1
102,adaptive management,threat_pollution_strat,recommended action,1
102,adaptive management,threat_pollution_cc,climate action,0
102,adaptive management,threat_invasive,general awareness,1
102,adaptive management,threat_invasive_strat,recommended action,1
102,adaptive management,threat_invasive_cc,climate action,0
102,adaptive management,threat_habitat,general awareness,1
102,adaptive management,threat_habitat_strat,recommended action,1
102,adaptive management,threat_habitat_cc,climate action,0
104,climate change,climate_mention,climate action,0
104,climate change,climate_mention_only,climate action,0
104,climate change,climate_plan,climate action,0
104,climate change,climate_some,climate action,0
104,objectives,obj_cons_any,general awareness,1
104,objectives,obj_cons_sp,recommended action,1
104,objectives,obj_cons_unit,recommended action,1
104,objectives,obj_cons_both,recommended action,1
104,objectives,obj_mgmt_any,general awareness,1
104,objectives,obj_mgmt_lt,recommended action,1
104,objectives,obj_mgmt_eco,recommended action,1
104,objectives,obj_mgmt_monitor,recommended action,0
104,objectives,obj_mgmt_res,recommended action,0
104,objectives,obj_mgmt_ref,recommended action,0
104,objectives,obj_cc_any,climate action,0
104,objectives,obj_cc_gen,climate action,0
104,assessments,assess_threat,general awareness,1
104,assessments,assess_any,recommended action,0
104,assessments,assess_any_planned,recommended action,0
104,assessments,assess_any_both,recommended action,0
104,assessments,assess_climate,climate action,0
104,assessments,assess_cc_planned,climate action,0
104,assessments,assess_cc_both,climate action,0
104,assessments,assess_all,recommended action,0
104,design,design_any,general awareness,1
104,design,design_type_zoning,general awareness,1
104,design,design_type_boundaries,general awareness,0
104,design,design_resilience_all,recommended action,1
104,design,design_cc_all,climate action,0
104,design,design_cc_planned,climate action,0
104,design,design_cc_current,climate action,0
104,design,design_cc_resilient_all,climate action,0
104,design,design_cc_critical_all,climate action,0
104,design,design_cc_connect_all,climate action,0
104,design,design_cc_shifting_all,climate action,0
104,design,design_cc_refugia_all,climate action,0
104,design,design_adaptive_any,recommended action,1
104,design,design_adaptive_fully,recommended action,0
104,design,design_adaptive_zoning,recommended action,1
104,design,design_adaptive_both,recommended action,0
104,design,design_cc_adaptive,climate action,0
104,monitoring,monitor_any,general awareness,1
104,monitoring,monitor_planned,general awareness,0
104,monitoring,monitor_sci,recommended action,0
104,monitoring,monitor_soc,recommended action,1
104,monitoring,monitor_cc_explicit,climate action,0
104,monitoring,monitor_cc_implicit,recommended action,0
104,monitoring,monitor_cc_all,recommended action,0
104,monitoring,monitor_cc_research,climate action,0
104,adaptive management,mgmt_adapt,general awareness,1
104,adaptive management,mgmt_adapt_anymitigation,climate action,0
104,adaptive management,mgmt_adapt_protection,climate action,0
104,adaptive management,mgmt_adapt_green,climate action,0
104,adaptive management,mgmt_adapt_awareness,climate action,0
104,adaptive management,mgmt_adapt_limitation,climate action,0
104,adaptive management,threat_any,general awareness,1
104,adaptive management,threat_any_strat,recommended action,1
104,adaptive management,threat_any_cc,climate action,0
104,adaptive management,threat_compliance,general awareness,1
104,adaptive management,threat_compliance_strat,recommended action,1
104,adaptive management,threat_compliance_cc,climate action,0
104,adaptive management,threat_tourism,general awareness,1
104,adaptive management,threat_tourism_strat,recommended action,1
104,adaptive management,threat_tourism_cc,climate action,0
104,adaptive management,threat_pollution,general awareness,1
104,adaptive management,threat_pollution_strat,recommended action,1
104,adaptive management,threat_pollution_cc,climate action,0
104,adaptive management,threat_invasive,general awareness,1
104,adaptive management,threat_invasive_strat,recommended action,0
104,adaptive management,threat_invasive_cc,climate action,0
104,adaptive management,threat_habitat,general awareness,1
104,adaptive management,threat_habitat_strat,recommended action,1
104,adaptive management,threat_habitat_cc,climate action,0
105,climate change,climate_mention,climate action,1
105,climate change,climate_mention_only,climate action,0
105,climate change,climate_plan,climate action,0
105,climate change,climate_some,climate action,1
105,objectives,obj_cons_any,general awareness,1
105,objectives,obj_cons_sp,recommended action,1
105,objectives,obj_cons_unit,recommended action,1
105,objectives,obj_cons_both,recommended action,1
105,objectives,obj_mgmt_any,general awareness,1
105,objectives,obj_mgmt_lt,recommended action,1
105,objectives,obj_mgmt_eco,recommended action,1
105,objectives,obj_mgmt_monitor,recommended action,0
105,objectives,obj_mgmt_res,recommended action,0
105,objectives,obj_mgmt_ref,recommended action,0
105,objectives,obj_cc_any,climate action,1
105,objectives,obj_cc_gen,climate action,1
105,assessments,assess_threat,general awareness,1
105,assessments,assess_any,recommended action,0
105,assessments,assess_any_planned,recommended action,0
105,assessments,assess_any_both,recommended action,0
105,assessments,assess_climate,climate action,0
105,assessments,assess_cc_planned,climate action,0
105,assessments,assess_cc_both,climate action,0
105,assessments,assess_all,recommended action,0
105,design,design_any,general awareness,1
105,design,design_type_zoning,general awareness,1
105,design,design_type_boundaries,general awareness,0
105,design,design_resilience_all,recommended action,1
105,design,design_cc_all,climate action,0
105,design,design_cc_planned,climate action,0
105,design,design_cc_current,climate action,0
105,design,design_cc_resilient_all,climate action,0
105,design,design_cc_critical_all,climate action,0
105,design,design_cc_connect_all,climate action,0
105,design,design_cc_shifting_all,climate action,0
105,design,design_cc_refugia_all,climate action,0
105,design,design_adaptive_any,recommended action,0
105,design,design_adaptive_fully,recommended action,0
105,design,design_adaptive_zoning,recommended action,0
105,design,design_adaptive_both,recommended action,0
105,design,design_cc_adaptive,climate action,0
105,monitoring,monitor_any,general awareness,1
105,monitoring,monitor_planned,general awareness,0
105,monitoring,monitor_sci,recommended action,1
105,monitoring,monitor_soc,recommended action,1
105,monitoring,monitor_cc_explicit,climate action,1
105,monitoring,monitor_cc_implicit,recommended action,0
105,monitoring,monitor_cc_all,recommended action,1
105,monitoring,monitor_cc_research,climate action,1
105,adaptive management,mgmt_adapt,general awareness,0
105,adaptive management,mgmt_adapt_anymitigation,climate action,0
105,adaptive management,mgmt_adapt_protection,climate action,0
105,adaptive management,mgmt_adapt_green,climate action,0
105,adaptive management,mgmt_adapt_awareness,climate action,0
105,adaptive management,mgmt_adapt_limitation,climate action,0
105,adaptive management,threat_any,general awareness,1
105,adaptive management,threat_any_strat,recommended action,1
105,adaptive management,threat_any_cc,climate action,0
105,adaptive management,threat_compliance,general awareness,0
105,adaptive management,threat_compliance_strat,recommended action,0
105,adaptive management,threat_compliance_cc,climate action,0
105,adaptive management,threat_tourism,general awareness,1
105,adaptive management,threat_tourism_strat,recommended action,1
105,adaptive management,threat_tourism_cc,climate action,0
105,adaptive management,threat_pollution,general awareness,1
105,adaptive management,threat_pollution_strat,recommended action,1
105,adaptive management,threat_pollution_cc,climate action,0
105,adaptive management,threat_invasive,general awareness,1
105,adaptive management,threat_invasive_strat,recommended action,1
105,adaptive management,threat_invasive_cc,climate action,0
105,adaptive management,threat_habitat,general awareness,1
105,adaptive management,threat_habitat_strat,recommended action,1
105,adaptive management,threat_habitat_cc,climate action,0
106,climate change,climate_mention,climate action,1
106,climate change,climate_mention_only,climate action,0
106,climate change,climate_plan,climate action,0
106,climate change,climate_some,climate action,1
106,objectives,obj_cons_any,general awareness,1
106,objectives,obj_cons_sp,recommended action,1
106,objectives,obj_cons_unit,recommended action,1
106,objectives,obj_cons_both,recommended action,1
106,objectives,obj_mgmt_any,general awareness,1
106,objectives,obj_mgmt_lt,recommended action,1
106,objectives,obj_mgmt_eco,recommended action,1
106,objectives,obj_mgmt_monitor,recommended action,0
106,objectives,obj_mgmt_res,recommended action,0
106,objectives,obj_mgmt_ref,recommended action,0
106,objectives,obj_cc_any,climate action,1
106,objectives,obj_cc_gen,climate action,1
106,assessments,assess_threat,general awareness,1
106,assessments,assess_any,recommended action,1
106,assessments,assess_any_planned,recommended action,0
106,assessments,assess_any_both,recommended action,1
106,assessments,assess_climate,climate action,0
106,assessments,assess_cc_planned,climate action,0
106,assessments,assess_cc_both,climate action,0
106,assessments,assess_all,recommended action,1
106,design,design_any,general awareness,0
106,design,design_type_zoning,general awareness,0
106,design,design_type_boundaries,general awareness,0
106,design,design_resilience_all,recommended action,0
106,design,design_cc_all,climate action,0
106,design,design_cc_planned,climate action,0
106,design,design_cc_current,climate action,0
106,design,design_cc_resilient_all,climate action,0
106,design,design_cc_critical_all,climate action,0
106,design,design_cc_connect_all,climate action,0
106,design,design_cc_shifting_all,climate action,0
106,design,design_cc_refugia_all,climate action,0
106,design,design_adaptive_any,recommended action,1
106,design,design_adaptive_fully,recommended action,0
106,design,design_adaptive_zoning,recommended action,0
106,design,design_adaptive_both,recommended action,0
106,design,design_cc_adaptive,climate action,1
106,monitoring,monitor_any,general awareness,1
106,monitoring,monitor_planned,general awareness,1
106,monitoring,monitor_sci,recommended action,0
106,monitoring,monitor_soc,recommended action,0
106,monitoring,monitor_cc_explicit,climate action,0
106,monitoring,monitor_cc_implicit,recommended action,NA
106,monitoring,monitor_cc_all,recommended action,NA
106,monitoring,monitor_cc_research,climate action,0
106,adaptive management,mgmt_adapt,general awareness,1
106,adaptive management,mgmt_adapt_anymitigation,climate action,1
106,adaptive management,mgmt_adapt_protection,climate action,1
106,adaptive management,mgmt_adapt_green,climate action,0
106,adaptive management,mgmt_adapt_awareness,climate action,0
106,adaptive management,mgmt_adapt_limitation,climate action,0
106,adaptive management,threat_any,general awareness,1
106,adaptive management,threat_any_strat,recommended action,1
106,adaptive management,threat_any_cc,climate action,0
106,adaptive management,threat_compliance,general awareness,1
106,adaptive management,threat_compliance_strat,recommended action,1
106,adaptive management,threat_compliance_cc,climate action,0
106,adaptive management,threat_tourism,general awareness,1
106,adaptive management,threat_tourism_strat,recommended action,1
106,adaptive management,threat_tourism_cc,climate action,0
106,adaptive management,threat_pollution,general awareness,1
106,adaptive management,threat_pollution_strat,recommended action,1
106,adaptive management,threat_pollution_cc,climate action,0
106,adaptive management,threat_invasive,general awareness,1
106,adaptive management,threat_invasive_strat,recommended action,1
106,adaptive management,threat_invasive_cc,climate action,0
106,adaptive management,threat_habitat,general awareness,1
106,adaptive management,threat_habitat_strat,recommended action,1
106,adaptive management,threat_habitat_cc,climate action,0
107,climate change,climate_mention,climate action,1
107,climate change,climate_mention_only,climate action,0
107,climate change,climate_plan,climate action,0
107,climate change,climate_some,climate action,1
107,objectives,obj_cons_any,general awareness,1
107,objectives,obj_cons_sp,recommended action,1
107,objectives,obj_cons_unit,recommended action,1
107,objectives,obj_cons_both,recommended action,1
107,objectives,obj_mgmt_any,general awareness,1
107,objectives,obj_mgmt_lt,recommended action,1
107,objectives,obj_mgmt_eco,recommended action,1
107,objectives,obj_mgmt_monitor,recommended action,0
107,objectives,obj_mgmt_res,recommended action,0
107,objectives,obj_mgmt_ref,recommended action,0
107,objectives,obj_cc_any,climate action,1
107,objectives,obj_cc_gen,climate action,1
107,assessments,assess_threat,general awareness,1
107,assessments,assess_any,recommended action,1
107,assessments,assess_any_planned,recommended action,0
107,assessments,assess_any_both,recommended action,1
107,assessments,assess_climate,climate action,0
107,assessments,assess_cc_planned,climate action,0
107,assessments,assess_cc_both,climate action,0
107,assessments,assess_all,recommended action,1
107,design,design_any,general awareness,1
107,design,design_type_zoning,general awareness,1
107,design,design_type_boundaries,general awareness,0
107,design,design_resilience_all,recommended action,1
107,design,design_cc_all,climate action,0
107,design,design_cc_planned,climate action,0
107,design,design_cc_current,climate action,0
107,design,design_cc_resilient_all,climate action,0
107,design,design_cc_critical_all,climate action,0
107,design,design_cc_connect_all,climate action,0
107,design,design_cc_shifting_all,climate action,0
107,design,design_cc_refugia_all,climate action,0
107,design,design_adaptive_any,recommended action,1
107,design,design_adaptive_fully,recommended action,0
107,design,design_adaptive_zoning,recommended action,1
107,design,design_adaptive_both,recommended action,0
107,design,design_cc_adaptive,climate action,0
107,monitoring,monitor_any,general awareness,1
107,monitoring,monitor_planned,general awareness,0
107,monitoring,monitor_sci,recommended action,1
107,monitoring,monitor_soc,recommended action,1
107,monitoring,monitor_cc_explicit,climate action,1
107,monitoring,monitor_cc_implicit,recommended action,0
107,monitoring,monitor_cc_all,recommended action,1
107,monitoring,monitor_cc_research,climate action,1
107,adaptive management,mgmt_adapt,general awareness,1
107,adaptive management,mgmt_adapt_anymitigation,climate action,1
107,adaptive management,mgmt_adapt_protection,climate action,1
107,adaptive management,mgmt_adapt_green,climate action,0
107,adaptive management,mgmt_adapt_awareness,climate action,0
107,adaptive management,mgmt_adapt_limitation,climate action,0
107,adaptive management,threat_any,general awareness,1
